Text,Lexicon,Emotion,Sentiment,Mood
france product,product(eu),Neutral,Neutral,Moderate
see wearing mask anymore well blame imran khan corona spread,khan(ru),Fear,Negative,Bad
ptis government first federal government history pakistan complete it constitutional term leadership prime minister inshallah,government(eu),Fear,Negative,Bad
crux current political strife massive financial corruption perpetrated sharif imran khan rightly insists looted money must returned legal case sharif abeyance reason best known judiciary,khan(ru),Fear,Negative,Bad
bag khan dont made opposition every strong response turn inflation mercy please,khan(ru),Fear,Negative,Bad
imran khan best person trying make pakistan consolidated state dont care mafia,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
imran khan buzdar please regularise sse teacher aeos without ppsc restlessness prevailing among 1100 ss aeo,khan(ru),Fear,Negative,Bad
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
imran khan buzdar please regularise sse teacher aeos without ppsc restlessness prevailing among 1100 ss aeo,khan(ru),Fear,Negative,Bad
india slam pakistan government decision accord provincial status gilgitbaltistan prime minister imran khan sunday announced granting provisionalprovincial status gilgitbaltistan,slam(ru),Neutral,Neutral,Moderate
imran khan,khan(ru),Fear,Negative,Bad
serf naam musalman yallah ham boht ba leader dollar peechy,ham(eu),Neutral,Neutral,Moderate
imran khan born silver spoon mouth worried nation hand fighting strong mafia,khan(ru),Fear,Negative,Bad
pmc nums result nzr arha keh rhi haik nmdcat carbon copy jye phr mily hue apas bchon barbad krny jwab,barbad(ru),Anger,Negative,Bad
sehat insaf card entire great achievement cnic insurance card congratulation,insaf(ru),Trust,Positive,Good
unjust feel serf department due promise regularised within year find hoax,unjust(eu),Anger,Negative,Bad
keep mouth shut imran khan legal moral authorty unit state jammu kashmir jklf,khan(ru),Fear,Negative,Bad
imran khan buzdar please regularise sse teacher aeos without ppsc restlessness prevailing among 1100 ss aeo mercy,khan(ru),Fear,Negative,Bad
said earlier tweet imran khan know control emotionswhat show show speech today gilgit baltistan manifestation instance body language didnt support word either frustration,khan(ru),Fear,Negative,Bad
pti govt zyada umeeden pti govt zyada mayoos,pti(ru),Neutral,Neutral,Moderate
ppsc year nt recruited ssesaeos dont feel injustice,year(eu),Neutral,Neutral,Moderate
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
proud primnister imran khan day country top list safe country weldon imran khan,khan(ru),Fear,Negative,Bad
zulm zabty,zulm(ru),Anger,Negative,Bad
least job rather watching waiting others respond kind request kindly,job(eu),Neutral,Positive,Moderate
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
france product,product(eu),Neutral,Neutral,Moderate
destroy international position hand change status current regime tirelessly following agenda bury cause forever worst outcome act,international(eu),Neutral,Neutral,Moderate
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
imran khan buzdar please regularise sse teacher aeos without ppsc restlessness prevailing among 1100 ss aeo,khan(ru),Fear,Negative,Bad
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
france,lex not found,Neutral,Neutral,Moderate
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
prime minister imran khan listen voice ss aeos punjab need time give solution problem,khan(ru),Fear,Negative,Bad
thank imran khan introducing islamophobia term world islam terrorism combined jewish,khan(ru),Fear,Negative,Bad
nmdcat nums,lex not found,Neutral,Neutral,Moderate
political view aside admit handsome imran khan looking baltiti topi today heart,khan(ru),Fear,Negative,Bad
france,lex not found,Neutral,Neutral,Moderate
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
imran khan honest keep promise making gilgit baltistan province pakistan,khan(ru),Fear,Negative,Bad
imran khan agent zines molana fazal rehman friendship zines ask pakistani nation accept zines even prof true muslim,khan(ru),Fear,Negative,Bad
please check record performance ss aeos best give regularization reward,check(eu),Neutral,Neutral,Moderate
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
pakistan prime minister take drug sarfaraz khan pak cricketer,khan(ru),Fear,Negative,Bad
plz tell li france product pakistan,product(eu),Neutral,Neutral,Moderate
pauu kap sirf baate sunkar toh phir nikaal jayegi huukar sunkarchedoo mat modiji pata chala corona dawaai jagah aapke dawaai focus toh ram nam satya sawaalon gilgit baltistan kachar din sapne dekh lijiye,mat(eu),Neutral,Neutral,Moderate
pakistan prime minister imran khan said government plan give provincial status gilgit baltistan meeting longstanding demand people region,khan(ru),Fear,Negative,Bad
pakistan democratic movement pdm coalition political party pakistan regime imran khan,khan(ru),Fear,Negative,Bad
pakistan imran khan grant provincial status gilgitbaltistan,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
imran khan visited india part pak cricket team many bollywood fashion world girl would guest hotel bollywood pak connection quite old,khan(ru),Fear,Negative,Bad
1pakistani prime minister imran khan said sunday government give provisional provincial status part kashmir drawing condemnation india long objected change islamabad khan proposal would apply gilgitbaltistan pakistan,khan(ru),Fear,Negative,Bad
team supportdefend pak army ssg navy air force pti social medium team management,team(ru),Trust,Positive,Good
caders exam either nt ppsc discrimination ss aeos pas exam,exam(eu),Neutral,Neutral,Moderate
going play important role economics thanks imran khan,khan(ru),Fear,Negative,Bad
test sse teacher aeos recruited passing nt test interview,test(eu),Neutral,Neutral,Moderate
trend show reality naya pakistan generation raised imran khan,khan(ru),Fear,Negative,Bad
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
many leader including bhutto imran khan blamed supported army establishment fact remains none creation military,khan(ru),Fear,Negative,Bad
agar soba ban sakta saraikistan kiyo bagne denge,ban(eu),Disgust,Negative,Bad
aeos ss waiting regularization since 2014 govt showing totally irresponsible attitude,waiting(eu),Neutral,Neutral,Moderate
azam sharjeel husnain danish khurram sarfaraz etc karachi part pakistan,part(eu),Neutral,Neutral,Moderate
failure pti govt teacher asking basic right,pti(ru),Neutral,Neutral,Moderate
part ajk hand gilgit balistatan,part(eu),Neutral,Neutral,Moderate
another step towards,step(eu),Neutral,Neutral,Moderate
trending peoplementionsusers pakistan 01nov20 194743,trending(eu),Neutral,Neutral,Moderate
please allow international student travel australia,international(eu),Neutral,Neutral,Moderate
govt compelling massive dhrna ustad izat,dhrna(ru),Anger,Negative,Bad
love hazrat muhammad saw,love(eu),Joy,Positive,Good
jin imran khan handsome lagta isay next time baaji rishta dena vote,khan(ru),Fear,Negative,Bad
shameless hypocrite promising people jammu kashmir month ago taking case world became evident today case paraphrased copy narendra modis case shame imran shame modi,shameless(eu),Disgust,Negative,Bad
liked removing poor middle class people job giving rich job upar minister giving foolish example cant even rage made parent vote asshole made sure get fired wah bhai wah,wah(ru),Joy,Positive,Good
charsi prime minister wazire azam,prime(eu),Interest,Positive,Good
follow trand hashtag thank,follow(eu),Neutral,Neutral,Moderate
puchna pti waly mehngai khilaaf jalsa juloos rhy sary ameer hogai zameer,pti(ru),Neutral,Neutral,Moderate
shameless hypocrite promising people jammu kashmir month ago taking case world became evident today case paraphrased copy narendra modis case shame imran shame modi,shameless(eu),Disgust,Negative,Bad
imagine looted mafia saying day1 imran khan govt failed corrupt opposition able unite till date time expose black deed corrupt opposition specially nani bilawal rani,mafia(ru),Fear,Negative,Bad
reham khan know saleha khaqan know lot thing youre relationship pmln hate imran khan know who sponsor youre flop book,khan(ru),Fear,Negative,Bad
ppsc year nt recruited ssesaeos dont feel injustice,year(eu),Neutral,Neutral,Moderate
pak cricket player must follow sop curb spread corona virus taking wicket violate sop gentle polite well disciplined show good image pakistan world,pak(ru),Trust,Positive,Good
though tipped win 2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab province,khan(ru),Fear,Negative,Bad
imran khan resign november pakki khabar,khan(ru),Fear,Negative,Bad
copying everything speech content tiger force jalsa format etc etc nakal kur kaay revolution aataay bibi,copying(eu),Neutral,Neutral,Moderate
trending topic pakistan 01nov20 193133 itv fastest 10m star hina dogra raj unsc natural pakistan chinar ground gigi mian imran khan khyber pakhtunkhwa,khan(ru),Fear,Negative,Bad
make sure everyone would see whose leg trembling whose forehead sweating imran khan rock,khan(ru),Fear,Negative,Bad
imran khan certificated zani,khan(ru),Fear,Negative,Bad
somebody plzz explain logic behind conducting ppsc test already working ss aeos cleared nt test plzz resolve issue,explain(eu),Trust,Positive,Good
imran khan pakistan khan,khan(ru),Fear,Negative,Bad
facing discrimination delay regularization,facing(eu),Neutral,Neutral,Moderate
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
ispr professional soldier spokesperson institution careful imran khan govt benefit drag institution politics suit suit armed force institution appear standing behind political party,khan(ru),Fear,Negative,Bad
imran khan selected pakistani nation prosperity betterment country whereas nawaz sharif selected planted raw cia mosad destabilise pakistan,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
kudos imran khan announcing giving province status gilgiltbaltistan long due,khan(ru),Fear,Negative,Bad
current setup army civilian leadership working together solve country problem doubt leadership prime minister imran khan make decision,khan(ru),Fear,Negative,Bad
welldone,lex not found,Neutral,Neutral,Moderate
imran khan,khan(ru),Fear,Negative,Bad
also hinted step provide relief general public would revealed current month,step(eu),Neutral,Neutral,Moderate
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
2nd wave corona virus begun observed case school still school openedthe situation alarming serious action needed,wave(eu),Neutral,Neutral,Moderate
meanwhile information broadcasting minister senator shibli faraz said prime minister imran khan decided speech opposition leader nawaz sharif onwards allowed run live,khan(ru),Fear,Negative,Bad
short mary taqreer suni,short(eu),Neutral,Neutral,Moderate
cnic insurance card marvelous achievement congrats,insurance(eu),Neutral,Neutral,Moderate
huff puff come tiger force wonder think sher jawan movement punjab militia like fazal raised blackmail stateindoctrinate youthuse political human shield devilish agenda,fazal(ru),Anticipation,Positive,Good
pmlns political enmity imran khan proving detrimental country ayaz sadiqs statement unforgivable crime majority people state government want see harshest punishment ayaz sadiq,khan(ru),Fear,Negative,Bad
nara risalat rasool,rasool(ru),Trust,Positive,Good
say sending fight via know seeking retirement benefit turkey entertain,fight(eu),Anger,Negative,Bad
thanks giving status provincial status time inconvenience face today city due arrival absolutely nonsense even link road blocked,giving(eu),Neutral,Positive,Moderate
imran khan address jalsa swat november,khan(ru),Fear,Negative,Bad
comment parh thaa kuch logon apas behs behs imran khan uhon chora behn naa maa itni gandi gandi galiyan astagfirullah ba maaf,khan(ru),Fear,Negative,Bad
pmlns political enmity imran khan proving detrimental country ayaz sadiqs statement unforgivable crime majority people state government want see harshest punishment ayaz sadiq,khan(ru),Fear,Negative,Bad
prime minister imran khan said modis government india government hate muslim,khan(ru),Fear,Negative,Bad
today made made moulana force already need use positive punish like made opposition,today(eu),Neutral,Neutral,Moderate
fag end power 12th may 2007 shown mukka opponent vowed touching though none teach lesson,end(eu),Neutral,Neutral,Moderate
gilgitbaltistan god willing imran khan hour captain gilgitbaltistan ruined bilawals campaign day,khan(ru),Fear,Negative,Bad
prime minister pakistan imran khan say government decided give provisional provincial status gilgitbaltistan told there difference india,khan(ru),Fear,Negative,Bad
india anxiously waiting merger justify occupation usual played masterstroke killed two bird stone gave provincial status popular demand bring development yet resolution relevant,waiting(eu),Neutral,Neutral,Moderate
ssecs serving education department year dedication disappointed return given government want justice,education(eu),Neutral,Neutral,Moderate
please stand word prove big men big post,stand(eu),Neutral,Neutral,Moderate
imran khan,khan(ru),Fear,Negative,Bad
boat cant compared imran khan,khan(ru),Fear,Negative,Bad
conduct ppsc exam nt recruited educator serving department year beyond logic injustice,conduct(eu),Neutral,Neutral,Moderate
play chess let fun begin,fun(ru),Anticipation,Positive,Good
cjp,lex not found,Neutral,Neutral,Moderate
though tipped win 2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab province,khan(ru),Fear,Negative,Bad
dont want justice want case country dont request right,justice(eu),Trust,Positive,Good
establishment decide make public recording secret meeting pdm leader nab reccordings no1 corruptxi face,establishment(eu),Neutral,Neutral,Moderate
prime minister imran khan today annouced provisional provincial status gilgitbaltistan,khan(ru),Fear,Negative,Bad
pakistan imran khan drug addict former cricketer expose,khan(ru),Fear,Negative,Bad
sse teacher aeos selected passing nt test departmental interview performing well kindly regularise,teacher(eu),Trust,Positive,Good
2023 2018 anp,lex not found,Neutral,Neutral,Moderate
ss aeos recruited nt regularized condition ppsc injusticely imosed,condition(eu),Neutral,Neutral,Moderate
ss aeos recruited nt regularized condition ppsc injusticely imosed,condition(eu),Neutral,Neutral,Moderate
imagine looted mafia saying day1 imran khan govt failed corrupt opposition able unite till date time expose black deed corrupt opposition specially nani bilawal rani,mafia(ru),Fear,Negative,Bad
india slam govts decision announcing gilgit baltistan given provisional provincial status saysgovernment pakistan locus standi territory illegally forcibly occupied,slam(ru),Neutral,Neutral,Moderate
imrankhan,lex not found,Neutral,Neutral,Moderate
resident gilgitbaltistan restore state law issue domicile nonstate resident last year,resident(eu),Neutral,Positive,Moderate
imrankhan,lex not found,Neutral,Neutral,Moderate
prime minister imran khan sunday said fact opposition criticising chief pakistan army inter service intelligence proved appointed right people post,khan(ru),Fear,Negative,Bad
see imrankhan,lex not found,Neutral,Neutral,Moderate
quch,lex not found,Neutral,Neutral,Moderate
conduct ppsc exam nt recruited educator serving department year beyond logic injustice,conduct(eu),Neutral,Neutral,Moderate
regularization without ppsc right ss aeos,right(eu),Trust,Positive,Good
inn imran khan call collective action islamophobia,khan(ru),Fear,Negative,Bad
muslim faith pure love prophet muhammad heart nothing left someone go honour beloved prophet wthing,faith(eu),Anticipation,Positive,Good
working job ssei give year life education departmenti recruited passing nt merit,working(eu),Neutral,Positive,Moderate
though tipped win 2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab province,khan(ru),Fear,Negative,Bad
party participating party conference held islamabad unanimously rejected announcement prime minister imran khan give provincial status gilgit presence azad kashmir prime minister farooq haider khan,khan(ru),Fear,Negative,Bad
want regularisation,lex not found,Neutral,Neutral,Moderate
pakistan,lex not found,Neutral,Neutral,Moderate
2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab province,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
khan said would better opposition talked sanctity respect holy prophet peace upon done prime minister imran khan general assembly instead maligning state institution,khan(ru),Fear,Negative,Bad
imagine looted mafia saying day1 imran khan govt failed corrupt opposition able unite till date time expose black deed corrupt opposition specially nani bilawal rani,mafia(ru),Fear,Negative,Bad
imran khan dingle berry thats thats tweet,khan(ru),Fear,Negative,Bad
really want western world take responsibility evil action,western(eu),Neutral,Neutral,Moderate
every opposition statement damaging credibility eliminate culprit swine let taste kick put,opposition(eu),Anger,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab province,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
welden imran khan,khan(ru),Fear,Negative,Bad
mariyam nani balwal zani also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab,khan(ru),Fear,Negative,Bad
free uhigur muslim,lex not found,Neutral,Neutral,Moderate
imrankhan saab amre jaan love khan saab khan,khan(ru),Fear,Negative,Bad
sse aeo 100,lex not found,Neutral,Neutral,Moderate
though tipped win 2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab province,khan(ru),Fear,Negative,Bad
regularise ss aeos without ppsc strange riyasat madina demand justice pakistan tehreekeinsaaf,demand(eu),Anger,Negative,Bad
also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab,khan(ru),Fear,Negative,Bad
say firmly reject attempt pakistan bring material change part indian territory illegal forcible occupation response imran khan announcement granting provisional provincial status,khan(ru),Fear,Negative,Bad
third generation come people know always fulfill promise save people destruction imran khan,khan(ru),Fear,Negative,Bad
imran khan good decision gilgit biltistan make subha pray success,khan(ru),Fear,Negative,Bad
want accountability across board law everyone including judge general corruption increased last year tenure selected imran khan,board(ru),Anticipation,Positive,Good
imran khan gave nro sister aleema khan made huge property united state papa john sugar thief flour thief thief stole brt talk accountability opposition,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
kakistocracy system government run worst least qualified unscrupulous citizen,system(eu),Trust,Positive,Good
ieman low enraptured mollified pulpit angela merkel justin trudeau erdogan imran khan,khan(ru),Fear,Negative,Bad
maturity realize imran khan nawaz shareef larna bekar haip,khan(ru),Fear,Negative,Bad
imagine looted mafia saying day1 imran khan govt failed corrupt opposition able unite till date time expose black deed,mafia(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
puppet modi hitler jew remember issue imran khan may bark loudly matter come pakistan army pakistan nation never forgive bloody ayaz pig fazal bitch maryam nation pakistan,khan(ru),Fear,Negative,Bad
murad saeed perfect candidate overtake pti imran khan,pti(ru),Neutral,Neutral,Moderate
imagine citizen make choice trump biden would like take opportunity thank imran khan werent would still voting bhuttos shareefs till eternity,khan(ru),Fear,Negative,Bad
janab action lena inn ghadaroon khilaaf sawal zubani jamakhach bat bane sabko deal milti rahain qanoon harqat,action(eu),Neutral,Positive,Moderate
started trending pakistan unexpectedly haider jongin natural pakistan chinar ground gigi imran khan germany abid ali japan jammu aleem dar bobby jalsa thnks hasnain bilawal mbbs pizza khushdil prime minister,khan(ru),Fear,Negative,Bad
also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab,khan(ru),Fear,Negative,Bad
prime minister imran khan raised issue publication blasphemous caricature international level asked leader muslim state act collectively countering islamophobia,khan(ru),Fear,Negative,Bad
mariyam nani balwal zani though tipped win 2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister,khan(ru),Fear,Negative,Bad
requesting cut deplomatic tie france send back envoy till macron apology muslim ummah,cut(eu),Sadness,Neutral,Bad
love prophet muhammad pbuh,love(eu),Joy,Positive,Good
macron make offer imran khan take oppressed french muslim pakistan exchange pakistani minority,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
play chess let fun begin,fun(ru),Anticipation,Positive,Good
day capture prime minister imran khan announced pilot would released gesture peace india,khan(ru),Fear,Negative,Bad
hope give sixth provincial status kashmir pak done today act pak state would like suicide indian fake state inshallah would happen,pak(ru),Trust,Positive,Good
covid19 case rise sindh specially people commenting another lockdown expecting post lockdown solution sop kind awareness successfully created although criticized,case(eu),Fear,Negative,Bad
corruption increased last yr imran khan govt want accountability across board law everyone including judge general chairman,khan(ru),Fear,Negative,Bad
medium sse contract teacher aeos punjab waiting regularization last year,medium(eu),Neutral,Neutral,Moderate
also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
imran khan raised strong voice publication blasphemous caricature france besides writing letter head muslim state,khan(ru),Fear,Negative,Bad
khan said would better opposition talked sanctity respect holy prophet peace upon done prime minister imran khan general assembly instead maligning state institution,khan(ru),Fear,Negative,Bad
though tipped win 2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab province,khan(ru),Fear,Negative,Bad
apnay daamun jhanko bolo,lex not found,Neutral,Neutral,Moderate
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
khan said would better opposition talked sanctity respect holy prophet peace upon done prime minister imran khan general assembly instead maligning state institution,khan(ru),Fear,Negative,Bad
gilgitbaltistan welcome price inflation mehngayi may bring good fortune pakistan,mhngayi(ru),Fear,Negative,Bad
mariyam nani balwal zani shame corrupt party opposition fallen much hatred pmik extent discredit imran khan nothing interest country,khan(ru),Fear,Negative,Bad
pmln supremo former prime minister nawaz sharif friday accused security establishment behind ouster prime minister bringing imran khan power,khan(ru),Fear,Negative,Bad
mariyam nani balwal zani though tipped win 2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
though tipped win 2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab province,khan(ru),Fear,Negative,Bad
chicken 270rskg tomato 200rskg sugar 100rskg dear sahulat bazaar joke,chicken(eu),Fear,Negative,Bad
mariyam nani balwal said would better opposition talked sanctity respect holy prophet peace upon done prime minister imran khan general assembly instead maligning state institution,khan(ru),Fear,Negative,Bad
honorable prime minister please dedicate sometime regularly take phone call general public know problem make feel prime minister care example randomly pick complaint citizen portal call,honorable(eu),Trust,Positive,Good
mariyam nani balwal said would better opposition talked sanctity respect holy prophet peace upon done prime minister imran khan general assembly instead maligning state institution,khan(ru),Fear,Negative,Bad
today announcement pakistani part bilateral conspiracy division state pakistan india every citizen state jammu kashmir reject step occupier,today(eu),Neutral,Neutral,Moderate
heartfelt congratulation buddy gilgitbaltistan prime minister formally announced decision elevation status provisional province according resolution long overdue,heartfelt(eu),Joy,Positive,Good
joke copy cat sher jawan force atleast imran khan teaching something wrong making tiger force copying,khan(ru),Fear,Negative,Bad
imran khan zinda,khan(ru),Fear,Negative,Bad
tending welodne sse see,tending(eu),Neutral,Neutral,Moderate
never seen joker like sciencetist like thats truth actually,joker(eu),Joy,Positive,Good
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
pakistan must ban french product record narrative time show macron wrong,ban(eu),Disgust,Negative,Bad
though tipped win 2013 election surprised many scale victory also saw spirited challenge party former cricketer imran khan who prime minister politically crucial punjab province,khan(ru),Fear,Negative,Bad
support,lex not found,Neutral,Neutral,Moderate
sse teacher aeos selected passing nt test departmental interview performing well kindly regularise,teacher(eu),Trust,Positive,Good
prime minister imran khan chaired meeting federal cabinet meeting also expressed concern problem faced public karachi heavy rain,khan(ru),Fear,Negative,Bad
whenever listen imran khan prime minister pakistan act like opposition modi govt may pakistan integral state india imran khan non bjp party,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
selected proper test injustice plz help,proper(eu),Neutral,Positive,Moderate
conduct ppsc exam nt recruited educator serving department year beyond logic injustice,conduct(eu),Neutral,Neutral,Moderate
ppsc year nt recruited ssesaeos dont feel injustice,year(eu),Neutral,Neutral,Moderate
sse teacher aeos selected passing nt test departmental interview performing well kindly regularise,teacher(eu),Trust,Positive,Good
183 visitor visa provided citizen found rejected french authority following criticism imran khan 118 citizen proper document deported forcefully currently touch french authority give citizen temporary stay,khan(ru),Fear,Negative,Bad
france longer right sail pacific ocean charlie weekly cartoon imposed sanction,right(eu),Trust,Positive,Good
may give long life,long(eu),Anticipation,Positive,Good
pakistan imran khan grant provincial status gilgitbaltistan due modis flop policy led move modi abrogated article 370 khan moved absorb gilgit balistan china inside ladakh militancy rise kashmir modi destroyed,khan(ru),Fear,Negative,Bad
already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
imran khan always given befitting reply antiislam force foil nefarious design,khan(ru),Fear,Negative,Bad
imagine looted mafia saying day1 imran khan govt failed corrupt opposition able unite till date time expose black deed corrupt opposition specially nani bilawal rani,mafia(ru),Fear,Negative,Bad
please check record performance ss aeos best give regularization reward,check(eu),Neutral,Neutral,Moderate
first time happy see pak wicket parchi rizwan gone dont know iftikhar got wicket,pak(ru),Trust,Positive,Good
joined school education department choice giving good result since last year regularise without ppsc test interview,joined(eu),Neutral,Positive,Moderate
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
also thanks became greatest leader muslim ummah yeah talking sir thank much taken action fall knee never forgetting also part compaign,greatest(eu),Neutral,Neutral,Moderate
sir big spotter done well job announce seerat nabhi proud sir,sir(eu),Trust,Positive,Good
prime minister make historic announcement gilgit baltistan offering provisional status province pakistani since 1947we pakistani 2020 well citizen pakistan till last breath inshaallah,prime(eu),Interest,Positive,Good
imran khan need lockdown pakistan people infected killed restaurant school large gathering closed opinion,khan(ru),Fear,Negative,Bad
secuirty,lex not found,Neutral,Neutral,Moderate
ss aeos demand immediate regularization without condition,demand(eu),Anger,Negative,Bad
ss aeos demand immediate regularization without condition,demand(eu),Anger,Negative,Bad
ss aeos demand immediate regularization without condition,demand(eu),Anger,Negative,Bad
ss aeos demand immediate regularization without condition,demand(eu),Anger,Negative,Bad
ss aeos demand immediate regularization without condition,demand(eu),Anger,Negative,Bad
ss aeos demand immediate regularization without condition,demand(eu),Anger,Negative,Bad
started trending pakistan haider ali iftikhar ahmed unsc zimbabwe prime minister imran khan dogra raj musa khan babar azam maryam nawaz patriot pashtun imam africa handsome qureshi democrat evening karachi,khan(ru),Fear,Negative,Bad
imran khan must realized blunder appointing rather docile punjab needed active aggressive person counter nawaz narrative army leadership active would brought entire foot sharifs,khan(ru),Fear,Negative,Bad
trending peoplementionsusers pakistan 01nov20 174718,trending(eu),Neutral,Neutral,Moderate
hafiz hussain ahmed jui revealed ghafoor haideri secretary general jui requested establishment make chief minister,secretary(eu),Neutral,Neutral,Moderate
first mocked tiger force followed gulluu butt force lols often irrelevant opposition stay irrelevant whatever,butt(ru),Anger,Negative,Bad
tar ata logun 2020 imran khan haseen keh defend krty,ata(ru),Anticipation,Positive,Good
dear moron whats big deal sarfaraz nawaz saying imran khan took drugseven imrans wife said stop blabbering like pant falling 70 80 lot athlete took drug big deal,khan(ru),Fear,Negative,Bad
play chess let fun begin,fun(ru),Anticipation,Positive,Good
pakistan imran khan saab,khan(ru),Fear,Negative,Bad
regularise ss appointing 2014 1417 adopt formula ss aeos,adopt(eu),Neutral,Neutral,Moderate
mnampa allowed campaign 201318 period pti opposition still mnasmpas werent allowed campaign even party chairman imran khan bilawal allowed ecp campaign rule everyone,pti(ru),Neutral,Neutral,Moderate
sarfaraz nawaz pakistan bowler say drug long long time say quote imran khan charsi,khan(ru),Fear,Negative,Bad
fail understand draunkered intelligentsia hate imran khan much beared turban almost brain dead mn,khan(ru),Fear,Negative,Bad
imran khan first pakistan said r terrorist word exposed modi big terrorist shukeriya,khan(ru),Fear,Negative,Bad
know mafia focus service threatening citizen,mafia(ru),Fear,Negative,Bad
mariam safdar imran khan follower nikli copy tiger force urdu tarjuma bana hanimran khan zindabad,khan(ru),Fear,Negative,Bad
34at time two muslim leader namely turkish president tayyip erdogan prime minister imran khan raising voice islamophobia,khan(ru),Fear,Negative,Bad
33prime minister imran khan also determined write letter head state muslim country issue ali said added,khan(ru),Fear,Negative,Bad
